Name	Source	function
Sobic.005G170400	pdef	PTHR11102//PTHR11102:SF101 - SEL-1-LIKE PROTEIN (1 of 11)
Sobic.005G170500	pdef	PTHR11102//PTHR11102:SF101 - SEL-1-LIKE PROTEIN (1 of 11)
Sobic.005G171400	pdef	PF08224 - Domain of unknown function (DUF1719) (DUF1719) (1 of 33)
Sobic.005G171700	pdef	PF03478 - Protein of unknown function (DUF295) (DUF295) (1 of 85)
Sobic.005G171800	pdef	PF03478 - Protein of unknown function (DUF295) (DUF295) (1 of 85)
Sobic.005G172200	pdef	PF03478 - Protein of unknown function (DUF295) (DUF295) (1 of 85)
Sobic.005G172800	pdef	PF04780 - Protein of unknown function (DUF629) (DUF629) (1 of 3)
Sobic.005G175100	pdef	PTHR24031//PTHR24031:SF264 - RNA HELICASE (1 of 1)
Sobic.005G175200	pdef	2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1200)
Sobic.005G175500	pdef	PF01657//PF07714 - Salt stress response/antifungal (Stress-antifung)  // Protein tyrosine kinase (Pkinase_Tyr) (1 of 30)
Sobic.005G176100	pdef	5.3.1.8 - Mannose-6-phosphate isomerase / Phosphomannose isomerase (1 of 3)
Sobic.005G176300	pdef	PTHR23155//PTHR23155:SF601 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 3)
Sobic.005G177100	pdef	PTHR11177:SF214 - ACIDIC ENDOCHITINASE (1 of 5)
Sobic.005G178950	pdef	PF00646 - F-box domain (F-box) (1 of 303)
Sobic.005G179700	pdef	PTHR11945//PTHR11945:SF161 - MADS BOX PROTEIN (1 of 10)
Sobic.005G180100	pdef	PTHR11945//PTHR11945:SF161 - MADS BOX PROTEIN (1 of 10)
Sobic.005G180200	pdef	PTHR11945//PTHR11945:SF161 - MADS BOX PROTEIN (1 of 10)
Sobic.005G180300	pdef	PTHR11945//PTHR11945:SF161 - MADS BOX PROTEIN (1 of 10)
Sobic.005G180400	pdef	PTHR11945//PTHR11945:SF161 - MADS BOX PROTEIN (1 of 10)
Sobic.005G181000	pdef	PTHR10909:SF317 - ACYL-COENZYME A OXIDASE 2, PEROXISOMAL (1 of 1)
Sobic.005G181800	pdef	PTHR23155//PTHR23155:SF495 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 2)
Sobic.005G181900	pdef	PTHR26379:SF144 - BTB/POZ DOMAIN-CONTAINING PROTEIN 19 (1 of 3)
Sobic.005G182100	pdef	PTHR23155//PTHR23155:SF571 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 2)
Sobic.005G182200	pdef	PTHR23155//PTHR23155:SF495 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 2)
Sobic.005G182300	pdef	PF13041 - PPR repeat family (PPR_2) (1 of 439)
Sobic.005G182500	pdef	PF00069//PF01419 - Protein kinase domain (Pkinase)  // Jacalin-like lectin domain (Jacalin) (1 of 1)
Sobic.005G182701	pdef	3.2.2.22 - rRNA N-glycosylase / rRNA N-glycosidase (1 of 8)
Sobic.005G182800	pdef	PF00462//PF00931 - Glutaredoxin (Glutaredoxin)  // NB-ARC domain (NB-ARC) (1 of 1)
Sobic.005G182900	pdef	PTHR23155//PTHR23155:SF583 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 1)
Sobic.005G183000	pdef	PTHR23155:SF402 - DISEASE RESISTANCE PROTEIN RPP13-RELATED (1 of 8)
Sobic.005G183400	pdef	PTHR23155:SF402 - DISEASE RESISTANCE PROTEIN RPP13-RELATED (1 of 8)
Sobic.005G184400	pdef	PF01559 - Zein seed storage protein (Zein) (1 of 23)
Sobic.005G184500	pdef	PF01559 - Zein seed storage protein (Zein) (1 of 23)
Sobic.005G184600	pdef	PF01559 - Zein seed storage protein (Zein) (1 of 23)
Sobic.005G185400	pdef	PF01559 - Zein seed storage protein (Zein) (1 of 23)
Sobic.005G185600	pdef	PF01559 - Zein seed storage protein (Zein) (1 of 23)
Sobic.005G186000	pdef	PF00917 - MATH domain (MATH) (1 of 53)
Sobic.005G186250	pdef	PF01559 - Zein seed storage protein (Zein) (1 of 23)
Sobic.005G186300	pdef	PF01559 - Zein seed storage protein (Zein) (1 of 23)
Sobic.005G186600	pdef	4.1.2.11 - Hydroxymandelonitrile lyase / Hydroxynitrile lyase (1 of 5)
Sobic.005G186700	pdef	4.1.2.11 - Hydroxymandelonitrile lyase / Hydroxynitrile lyase (1 of 5)
Sobic.005G187000	pdef	PTHR10265//PTHR10265:SF27 - CYCLIN-DEPENDENT KINASE INHIBITOR 1 (1 of 1)
Sobic.005G187400	pdef	KOG4183 - RNA polymerase I 49 kDa subunit (1 of 1)
Sobic.005G187900	pdef	PF01657//PF07714 - Salt stress response/antifungal (Stress-antifung)  // Protein tyrosine kinase (Pkinase_Tyr) (1 of 30)
Sobic.005G188200	pdef	PF00154//PF14520 - recA bacterial DNA recombination protein (RecA)  // Helix-hairpin-helix domain (HHH_5) (1 of 1)
Sobic.005G188800	pdef	PF01559 - Zein seed storage protein (Zein) (1 of 23)
Sobic.005G189500	pdef	PF01097 - Arthropod defensin (Defensin_2) (1 of 1)
Sobic.005G190200	pdef	PF00651 - BTB/POZ domain (BTB) (1 of 149)
Sobic.005G190500	pdef	KOG1987 - Speckle-type POZ protein SPOP and related proteins with TRAF, MATH and BTB/POZ domains (1 of 37)
Sobic.005G190800	pdef	PTHR10108:SF708 - TOCOPHEROL O-METHYLTRANSFERASE, CHLOROPLASTIC (1 of 3)
Sobic.005G191000	pdef	PF00651 - BTB/POZ domain (BTB) (1 of 149)
Sobic.005G191350	pdef	PTHR11461//PTHR11461:SF169 - SERINE PROTEASE INHIBITOR, SERPIN (1 of 8)
Sobic.005G191500	pdef	PF00917 - MATH domain (MATH) (1 of 53)
Sobic.005G191900	pdef	PF00083//PF07690 - Sugar (and other) transporter (Sugar_tr)  // Major Facilitator Superfamily (MFS_1) (1 of 5)
Sobic.005G192500	pdef	1.14.13.109 - Abieta-7,13-dien-18-ol hydroxylase / CYP720B1 (1 of 14)
Sobic.005G192801	pdef	PF01559 - Zein seed storage protein (Zein) (1 of 23)
Sobic.005G192900	pdef	PF01559 - Zein seed storage protein (Zein) (1 of 23)
Sobic.005G192901	pdef	PF01559 - Zein seed storage protein (Zein) (1 of 23)
Sobic.005G193140	pdef	PF01559 - Zein seed storage protein (Zein) (1 of 23)
Sobic.005G193180	pdef	PF01559 - Zein seed storage protein (Zein) (1 of 23)
Sobic.005G193220	pdef	PF01559 - Zein seed storage protein (Zein) (1 of 23)
Sobic.005G193260	pdef	PF01559 - Zein seed storage protein (Zein) (1 of 23)
Sobic.005G193300	pdef	PTHR23155//PTHR23155:SF484 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 22)
Sobic.005G193500	pdef	PF00069//PF00954//PF01453//PF08276 - Protein kinase domain (Pkinase)  // S-locus glycoprotein domain (S_locus_glycop)  // D-mannose binding lectin (B_lectin)  // PAN-like domain (PAN_2) (1 of 32)
Sobic.005G193900	pdef	PTHR11260//PTHR11260:SF248 - GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING (1 of 13)
Sobic.005G194400	pdef	PTHR23321:SF31 - RIBULOSE BISPHOSPHATE CARBOXYLASE LARGE CHAIN-RELATED (1 of 1)
Sobic.005G194500	pdef	KOG2717 - Uncharacterized conserved protein with similarity to embryogenesis protein H beta 58 and VPS26 (1 of 1)
Sobic.005G195700	pdef	1.17.4.1 - Ribonucleoside-diphosphate reductase / Ribonucleotide reductase (1 of 5)
Sobic.005G195750	pdef	PTHR23002//PTHR23002:SF63 - ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN (1 of 162)
Sobic.005G196000	pdef	KOG0254 - Predicted transporter (major facilitator superfamily) (1 of 65)
Sobic.005G196200	pdef	PF00083 - Sugar (and other) transporter (Sugar_tr) (1 of 38)
Sobic.005G196400	pdef	PF00304 - Gamma-thionin family (Gamma-thionin) (1 of 47)
Sobic.005G197350	pdef	PTHR23155//PTHR23155:SF557 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 9)
Sobic.005G197400	pdef	PTHR23155//PTHR23155:SF557 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 9)
Sobic.005G197500	pdef	PTHR23155 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 402)
Sobic.005G197600	pdef	PTHR23155//PTHR23155:SF482 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 3)
Sobic.005G198000	pdef	PTHR15651:SF7 - ARMADILLO REPEAT-CONTAINING PROTEIN 8 (1 of 1)
Sobic.005G198150	pdef	PF04578 - Protein of unknown function, DUF594 (DUF594) (1 of 66)
Sobic.005G198901	pdef	PF16016 - Domain of unknown function (DUF4782) (DUF4782) (1 of 10)
Sobic.005G199000	pdef	PTHR10797//PTHR10797:SF9 - CCR4-NOT TRANSCRIPTION COMPLEX SUBUNIT (1 of 4)
Sobic.005G199050	pdef	PTHR10797//PTHR10797:SF9 - CCR4-NOT TRANSCRIPTION COMPLEX SUBUNIT (1 of 4)
Sobic.005G199151	pdef	PF08387 - FBD (FBD) (1 of 77)
Sobic.005G199300	pdef	PF11250 - Fantastic Four meristem regulator (FAF) (1 of 9)
Sobic.005G199400	pdef	6.3.2.3 - Glutathione synthase / GSH synthetase (1 of 2)
Sobic.005G200600	pdef	PTHR21495//PTHR21495:SF50 - NUCLEOPORIN-RELATED (1 of 3)
Sobic.005G200700	pdef	PTHR21495//PTHR21495:SF50 - NUCLEOPORIN-RELATED (1 of 3)
Sobic.005G200800	pdef	PTHR35743:SF1 - SEQUENCE-SPECIFIC DNA BINDING TRANSCRIPTION FACTOR (1 of 1)
Sobic.005G201400	pdef	PF08268 - F-box associated domain (FBA_3) (1 of 36)
Sobic.005G201600	pdef	PF08268//PF12937 - F-box associated domain (FBA_3)  // F-box-like (F-box-like) (1 of 5)
Sobic.005G201700	pdef	PF00646 - F-box domain (F-box) (1 of 303)
Sobic.005G201800	pdef	PF00646 - F-box domain (F-box) (1 of 303)
Sobic.005G201900	pdef	PF00646//PF08268 - F-box domain (F-box)  // F-box associated domain (FBA_3) (1 of 23)
Sobic.005G202101	pdef	PF12274 - Protein of unknown function (DUF3615) (DUF3615) (1 of 38)
Sobic.005G202200	pdef	PF04535 - Domain of unknown function (DUF588) (DUF588) (1 of 43)
Sobic.005G202600	pdef	1.1.1.206 - Tropinone reductase I / Tropinone reductase (1 of 12)
Sobic.005G203200	pdef	PF00069//PF01485 - Protein kinase domain (Pkinase)  // IBR domain, a half RING-finger domain (IBR) (1 of 1)
Sobic.005G203400	pdef	PTHR23155//PTHR23155:SF485 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 5)
Sobic.005G204300	pdef	PF05498 - Rapid ALkalinization Factor (RALF) (RALF) (1 of 13)
Sobic.005G204500	pdef	PF08263 - Leucine rich repeat N-terminal domain (LRRNT_2) (1 of 290)
Sobic.005G204800	pdef	PTHR13832//PTHR13832:SF356 - PROTEIN PHOSPHATASE 2C (1 of 3)
Sobic.005G205700	pdef	PTHR10615:SF112 - HISTONE-LYSINE N-METHYLTRANSFERASE ATXR5 (1 of 4)
Sobic.005G205800	pdef	PTHR10615:SF112 - HISTONE-LYSINE N-METHYLTRANSFERASE ATXR5 (1 of 4)
Sobic.005G206601	pdef	1.14.13.145 - Ent-cassa-12,15-diene 11-hydroxylase / Ent-cassadiene C11-alpha-hydroxylase (1 of 1)
Sobic.005G206900	pdef	PF12507 - Human Cytomegalovirus UL139 protein (HCMV_UL139) (1 of 3)
Sobic.005G207000	pdef	2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1200)
Sobic.005G207300	pdef	PTHR11802//PTHR11802:SF58 - SERINE PROTEASE FAMILY S10 SERINE CARBOXYPEPTIDASE (1 of 2)
Sobic.005G207800	pdef	PTHR19876//PTHR19876:SF8 - COATOMER (1 of 3)
Sobic.005G208100	pdef	2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1200)
Sobic.005G208425	pdef	PTHR10966 - TRANSCRIPTION INITIATION FACTOR IIA SUBUNIT 2 (1 of 3)
Sobic.005G208500	pdef	PF13637 - Ankyrin repeats (many copies) (Ank_4) (1 of 27)
Sobic.005G208600	pdef	PTHR11685//PTHR11685:SF131 - RBR FAMILY  RING FINGER AND IBR DOMAIN-CONTAINING (1 of 6)
Sobic.005G208700	pdef	PTHR11685//PTHR11685:SF131 - RBR FAMILY  RING FINGER AND IBR DOMAIN-CONTAINING (1 of 6)
Sobic.005G208900	pdef	PTHR11685//PTHR11685:SF131 - RBR FAMILY  RING FINGER AND IBR DOMAIN-CONTAINING (1 of 6)
Sobic.005G208950	pdef	PF03514 - GRAS domain family (GRAS) (1 of 81)
Sobic.005G209000	pdef	PF03514 - GRAS domain family (GRAS) (1 of 81)
Sobic.005G209300	pdef	PF03514 - GRAS domain family (GRAS) (1 of 81)
Sobic.005G209400	pdef	2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1200)
Sobic.005G209600	pdef	PF00225//PF00307 - Kinesin motor domain (Kinesin)  // Calponin homology (CH) domain (CH) (1 of 8)
Sobic.005G210000	pdef	PTHR11685//PTHR11685:SF131 - RBR FAMILY  RING FINGER AND IBR DOMAIN-CONTAINING (1 of 6)
Sobic.005G210200	pdef	2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1200)
Sobic.005G211400	pdef	PF00067 - Cytochrome P450 (p450) (1 of 350)
Sobic.005G212100	pdef	PTHR23155//PTHR23155:SF564 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 3)
Sobic.005G212201	pdef	PF01535//PF13041 - PPR repeat (PPR)  // PPR repeat family (PPR_2) (1 of 164)
Sobic.005G212400	pdef	PTHR23155//PTHR23155:SF485 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 5)
Sobic.005G212600	pdef	PTHR23155//PTHR23155:SF628 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 2)
Sobic.005G212800	pdef	PF14365 - Domain of unknown function (DUF4409) (DUF4409) (1 of 15)
Sobic.005G213000	pdef	5.3.1.5 - Xylose isomerase / D-xylose ketoisomerase (1 of 3)
Sobic.005G213300	pdef	PTHR11439//PTHR11439:SF127 - GAG-POL-RELATED RETROTRANSPOSON (1 of 1)
Sobic.005G213500	pdef	1.14.11.32 - Codeine 3-O-demethylase / Codeine O-demethylase (1 of 6)
Sobic.005G213832	pdef	2.4.1.15 - Alpha,alpha-trehalose-phosphate synthase (UDP-forming) / UDP-glucose--glucose-phosphate glucosyltransferase (1 of 13)
Sobic.005G213900	pdef	PF00304 - Gamma-thionin family (Gamma-thionin) (1 of 47)
Sobic.005G213950	pdef	PTHR11439//PTHR11439:SF185 - GAG-POL-RELATED RETROTRANSPOSON (1 of 2)
Sobic.005G214000	pdef	PTHR11439//PTHR11439:SF185 - GAG-POL-RELATED RETROTRANSPOSON (1 of 2)
Sobic.005G214150	pdef	PF08263//PF13855 - Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8) (1 of 19)
Sobic.005G214900	pdef	1.14.13.21 - Flavonoid 3'-monooxygenase / Flavonoid 3'-hydroxylase (1 of 23)
Sobic.005G215100	pdef	PF12507 - Human Cytomegalovirus UL139 protein (HCMV_UL139) (1 of 3)
Sobic.005G215200	pdef	PTHR16007//PTHR16007:SF35 - EPIDIDYMAL MEMBRANE PROTEIN E9-RELATED (1 of 3)
Sobic.005G216400	pdef	PF03140 - Plant protein of unknown function (DUF247) (1 of 41)
Sobic.005G216500	pdef	PF03140 - Plant protein of unknown function (DUF247) (1 of 41)
Sobic.005G216700	pdef	PF03140 - Plant protein of unknown function (DUF247) (1 of 41)
Sobic.005G216800	pdef	PTHR23139//PTHR23139:SF61 - RNA-BINDING PROTEIN (1 of 1)
Sobic.005G216833	pdef	PTHR14499//PTHR14499:SF70 - POTASSIUM CHANNEL TETRAMERIZATION DOMAIN-CONTAINING (1 of 3)
Sobic.005G216866	pdef	PF12937 - F-box-like (F-box-like) (1 of 106)
Sobic.005G217101	pdef	3.1.1.11 - Pectinesterase / Pectin methylesterase (1 of 57)
Sobic.005G217400	pdef	PF00847 - AP2 domain (AP2) (1 of 171)
Sobic.005G217700	pdef	PF14365 - Domain of unknown function (DUF4409) (DUF4409) (1 of 15)
Sobic.005G217766	pdef	PF14365 - Domain of unknown function (DUF4409) (DUF4409) (1 of 15)
Sobic.005G218100	pdef	2.1.1.79 - Cyclopropane-fatty-acyl-phospholipid synthase / Unsaturated-phospholipid methyltransferase (1 of 4)
Sobic.005G218201	pdef	PTHR23155:SF528 - PROTEIN LAP1 (1 of 11)
Sobic.005G218400	pdef	PTHR23155//PTHR23155:SF576 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 7)
Sobic.005G218600	pdef	PTHR23155//PTHR23155:SF578 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 8)
Sobic.005G218700	pdef	PTHR23155//PTHR23155:SF576 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 7)
Sobic.005G219000	pdef	PF01734 - Patatin-like phospholipase (Patatin) (1 of 26)
Sobic.005G219100	pdef	PF01734 - Patatin-like phospholipase (Patatin) (1 of 26)
Sobic.005G219600	pdef	2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1200)
Sobic.005G219700	pdef	PTHR23155:SF528 - PROTEIN LAP1 (1 of 11)
Sobic.005G220000	pdef	PTHR24031:SF255 - DEAD-BOX ATP-DEPENDENT RNA HELICASE 40 (1 of 1)
Sobic.005G220200	pdef	PTHR23155//PTHR23155:SF557 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 9)
Sobic.005G220300	pdef	PF07714//PF13947 - Protein tyrosine kinase (Pkinase_Tyr)  // Wall-associated receptor kinase galacturonan-binding (GUB_WAK_bind) (1 of 12)
Sobic.005G220560	pdef	PF01357 - Pollen allergen (Pollen_allerg_1) (1 of 91)
Sobic.005G220740	pdef	2.7.10.1//2.7.10.2//2.7.11.1 - Receptor protein-tyrosine kinase / Receptor protein tyrosine kinase // Non-specific protein-tyrosine kinase / Cytoplasmic protein tyrosine kinase // Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 4)
Sobic.005G220800	pdef	PF00560//PF07714//PF08263//PF13855 - Leucine Rich Repeat (LRR_1)  // Protein tyrosine kinase (Pkinase_Tyr)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8) (1 of 18)
Sobic.005G222300	pdef	PTHR11941//PTHR11941:SF81 - ENOYL-COA HYDRATASE-RELATED (1 of 3)
Sobic.005G222400	pdef	PTHR11941//PTHR11941:SF81 - ENOYL-COA HYDRATASE-RELATED (1 of 3)
Sobic.005G222900	pdef	PTHR23155//PTHR23155:SF484 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 22)
Sobic.005G223450	pdef	PTHR23155//PTHR23155:SF484 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 22)
Sobic.005G223600	pdef	PTHR23155//PTHR23155:SF484 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 22)
Sobic.005G223775	pdef	PTHR23155//PTHR23155:SF484 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 22)
Sobic.005G223850	pdef	PTHR23155//PTHR23155:SF484 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 22)
Sobic.005G223925	pdef	PTHR23155//PTHR23155:SF484 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 22)
Sobic.005G224200	pdef	PTHR23155//PTHR23155:SF484 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 22)
Sobic.005G224601	pdef	1.2.1.42//1.2.1.50 - Hexadecanal dehydrogenase (acylating) / Fatty acyl-CoA reductase // Long-chain-fatty-acyl-CoA reductase / Acyl-CoA reductase (1 of 4)
Sobic.005G224700	pdef	PTHR10641:SF484 - TRANSCRIPTION FACTOR MYB48-RELATED (1 of 3)
Sobic.005G225200	pdef	PF07762 - Protein of unknown function (DUF1618) (DUF1618) (1 of 68)
Sobic.005G225400	pdef	PF07762 - Protein of unknown function (DUF1618) (DUF1618) (1 of 68)
Sobic.005G225500	pdef	PF07762 - Protein of unknown function (DUF1618) (DUF1618) (1 of 68)
Sobic.005G225700	pdef	PF13912 - C2H2-type zinc finger (zf-C2H2_6) (1 of 49)
Sobic.005G225800	pdef	PTHR19241//PTHR19241:SF295 - ATP-BINDING CASSETTE TRANSPORTER (1 of 1)
Sobic.005G226000	pdef	PF00069//PF00954//PF01453//PF08276 - Protein kinase domain (Pkinase)  // S-locus glycoprotein domain (S_locus_glycop)  // D-mannose binding lectin (B_lectin)  // PAN-like domain (PAN_2) (1 of 32)
Sobic.005G227300	pdef	PTHR14155//PTHR14155:SF154 - RING FINGER DOMAIN-CONTAINING (1 of 6)
Sobic.005G227600	pdef	PTHR14155//PTHR14155:SF154 - RING FINGER DOMAIN-CONTAINING (1 of 6)
Sobic.005G227700	pdef	PTHR14155//PTHR14155:SF154 - RING FINGER DOMAIN-CONTAINING (1 of 6)
Sobic.005G228250	pdef	PTHR23155//PTHR23155:SF550 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 11)
Sobic.005G229166	pdef	PTHR22936:SF38 - RHOMBOID-LIKE PROTEIN 4 (1 of 1)
Sobic.005G229600	pdef	PF03514 - GRAS domain family (GRAS) (1 of 81)
Sobic.005G229800	pdef	PF12796//PF13857//PF13962 - Ankyrin repeats (3 copies) (Ank_2)  // Ankyrin repeats (many copies) (Ank_5)  // Domain of unknown function (PGG) (1 of 5)
Sobic.005G229900	pdef	PF03514 - GRAS domain family (GRAS) (1 of 81)
Sobic.005G230100	pdef	PF03514 - GRAS domain family (GRAS) (1 of 81)
Sobic.005G230300	pdef	PF03514 - GRAS domain family (GRAS) (1 of 81)
Sobic.005G230400	pdef	PF03514 - GRAS domain family (GRAS) (1 of 81)
Sobic.005G230500	pdef	PF03514 - GRAS domain family (GRAS) (1 of 81)
Sobic.005G230600	pdef	PF03514 - GRAS domain family (GRAS) (1 of 81)
Sobic.005G230700	pdef	PF03514 - GRAS domain family (GRAS) (1 of 81)
Sobic.005G230800	pdef	PF03514 - GRAS domain family (GRAS) (1 of 81)
Sobic.005G231201	pdef	PF08137 - DVL family (DVL) (1 of 27)
Sobic.005G231400	pdef	PTHR10177:SF215 - CYCLIN-D7-1-RELATED (1 of 1)
Sobic.005G231900	pdef	KOG0753 - Mitochondrial fatty acid anion carrier protein/Uncoupling protein (1 of 4)
Sobic.005G232200	pdef	PF05340 - Protein of unknown function (DUF740) (DUF740) (1 of 8)
Sobic.006G000100	pdef	4.2.1.3 - Aconitate hydratase / Citrate(isocitrate) hydro-lyase (1 of 4)
Sobic.006G000600	pdef	PTHR27003:SF36 - LEUCINE-RICH REPEAT PROTEIN KINASE-LIKE PROTEIN (1 of 1)
Sobic.006G001400	pdef	PTHR23155:SF442 - PH DOMAIN LEUCINE-RICH REPEAT-CONTAINING PROTEIN PHOSPHATASE 2 (1 of 5)
Sobic.006G001650	pdef	PTHR23002//PTHR23002:SF63 - ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN (1 of 162)
Sobic.006G001900	pdef	PTHR23155//PTHR23155:SF557 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 9)
Sobic.006G002201	pdef	PTHR12383:SF5 - PEPTIDASE-S24/S26 DOMAIN-CONTAINING PROTEIN (1 of 1)
Sobic.006G003501	pdef	PTHR23294 - ET TRANSLATION PRODUCT-RELATED (1 of 4)
Sobic.006G003601	pdef	KOG0254 - Predicted transporter (major facilitator superfamily) (1 of 65)
Sobic.006G003800	pdef	PF02365 - No apical meristem (NAM) protein (NAM) (1 of 130)
Sobic.006G004100	pdef	PF02365 - No apical meristem (NAM) protein (NAM) (1 of 130)
Sobic.006G004400	pdef	PF06203 - CCT motif (CCT) (1 of 35)
Sobic.006G005950	pdef	PTHR10772//PTHR10772:SF12 - 10 KDA HEAT SHOCK PROTEIN (1 of 6)
Sobic.006G006400	pdef	PF04398 - Protein of unknown function, DUF538 (DUF538) (1 of 53)
Sobic.006G006650	pdef	PTHR12606:SF14 - CYSTEINE-TYPE PEPTIDASE (1 of 14)
Sobic.006G007450	pdef	PF12143 - Protein of unknown function (DUF_B2219) (PPO1_KFDV) (1 of 10)
Sobic.006G007600	pdef	PF12143 - Protein of unknown function (DUF_B2219) (PPO1_KFDV) (1 of 10)
Sobic.006G007700	pdef	PTHR13533:SF11 - O-ACETYLTRANSFERASE CAS1P-LIKE PROTEIN-RELATED (1 of 2)
Sobic.006G007850	pdef	PTHR11746//PTHR11746:SF86 - O-METHYLTRANSFERASE (1 of 18)
Sobic.006G008000	pdef	PTHR11746//PTHR11746:SF86 - O-METHYLTRANSFERASE (1 of 18)
Sobic.006G008700	pdef	2.7.7.4 - Sulfate adenylyltransferase / Sulfurylase (1 of 2)
Sobic.006G008800	pdef	PTHR12081//PTHR12081:SF49 - TRANSCRIPTION FACTOR E2F (1 of 1)
Sobic.006G008900	pdef	2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1200)
Sobic.006G009400	pdef	PTHR17614 - ZINC FINGER-CONTAINING (1 of 1)
Sobic.006G010100	pdef	4.2.3.104 - Alpha-humulene synthase / ZSS1 (1 of 12)
Sobic.006G010200	pdef	1.14.13.144 - 9-beta-pimara-7,15-diene oxidase / CYP99A3 (1 of 4)
Sobic.006G010301	pdef	4.2.3.123 - Beta-sesquiphellandrene synthase / Tps1 (1 of 7)
Sobic.006G010500	pdef	PF00168 - C2 domain (C2) (1 of 87)
Sobic.006G011350	pdef	PF00280 - Potato inhibitor I family (potato_inhibit) (1 of 39)
Sobic.006G011601	pdef	PTHR21495//PTHR21495:SF81 - NUCLEOPORIN-RELATED (1 of 16)
Sobic.006G011900	pdef	PTHR21495//PTHR21495:SF81 - NUCLEOPORIN-RELATED (1 of 16)
Sobic.006G012100	pdef	PF03004//PF03017 - Plant transposase (Ptta/En/Spm family) (Transposase_24)  // TNP1/EN/SPM transposase (Transposase_23) (1 of 3)
Sobic.006G013000	pdef	PTHR10978 - SUCCINATE DEHYDROGENASE CYTOCHROME B560 SUBUNIT (1 of 2)
Sobic.006G013200	pdef	1.11.1.7 - Peroxidase / Lactoperoxidase (1 of 147)
Sobic.006G013800	pdef	PTHR11911//PTHR11911:SF106 - INOSINE-5-MONOPHOSPHATE DEHYDROGENASE RELATED (1 of 2)
Sobic.006G014400	pdef	PTHR31683:SF20 - PECTATE LYASE 1-RELATED (1 of 1)
Sobic.006G014632	pdef	PTHR23155//PTHR23155:SF563 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 5)
Sobic.006G015500	pdef	PTHR22597:SF0 - POLYCOMB PROTEIN SUZ12 (1 of 1)
Sobic.006G015750	pdef	PF06839 - GRF zinc finger (zf-GRF) (1 of 23)
Sobic.006G016700	pdef	PTHR23079:SF13 - RNA-DEPENDENT RNA POLYMERASE 3-RELATED (1 of 2)
Sobic.006G016800	pdef	PTHR12383//PTHR12383:SF22 - PROTEASE FAMILY S26 MITOCHONDRIAL INNER MEMBRANE PROTEASE-RELATED (1 of 2)
Sobic.006G017600	pdef	PTHR11239//PTHR11239:SF15 - DNA-DIRECTED RNA POLYMERASE (1 of 4)
Sobic.006G018400	pdef	PTHR13832//PTHR13832:SF307 - PROTEIN PHOSPHATASE 2C (1 of 1)
